Category,Product,Code,Supplier,UnitCost,UnitPrice,Inventory_Dapa
hubs,Hub - Front and Rear Hub (Alloy),10233,Avenue Bikes,230,400,100000
saddles,Saddle Velo - Blk/Grey (ord),81248,Kent,230,450,100000
tires,Tire 20 - Sony Ninja 747,81199,Avenue Bikes,230,360,100000
accessories,Wet Lube,40026,,225,405,100000
accessories,Chain Lube - IceToolz C141,81290,Kent,225,400,100000
brakes,Brake - V Brake Set Alloy,10119,Avenue Bikes,225,395,100000
derailleur,Front Derailleur - Shimano 191/190 or SIS,81151,Kent,225,400,100000
pedal,Pedal 9/16 VP-386 Alloy,81537,Kent,225,450,100000
saddles,Saddle - Storm Brown w/ spring,81034,Avenue Bikes,225,400,100000
tires,Tire 700c - Arsun 700 x 23,81560,,225,450,100000
accessories,Gloves - Catcher 7861515,40043,Avenue Bikes,220,400,100000
accessories,Gloves - Catcher 3001,40045,,220,400,100000
accessories,Gloves - Catcher 7065-15,40046,,220,400,100000
accessories,Gloves - Catcher 60021,40048,,220,400,100000
accessories,Bag -B -SOUL underseat bag,81634,CHN,220,580,100000
apparel,Shirt - DriFit Mens (all brands),81804,,220,450,100000
brakes,Brake - Caliper brake set (Alloy),10130,Avenue Bikes,220,395,100000
handlegrip,Bar Tape RoadBike Vuelta,40212,Kent,220,440,100000
misc,Jersey - Shirt only (all brands),81774,,220,600,100000
misc,Jersey - Shirt only (all brands),81775,,220,600,100000
misc,Jersey - Shirt only (all brands),81776,,220,600,100000
misc,Jersey - Shirt only (all brands),81777,,220,600,100000
misc,Jersey - Shirt only (all brands),81778,,220,600,100000
misc,Jersey - Shirt only (all brands),81779,,220,600,100000
misc,Jersey - Shirt only (all brands),81781,,220,600,100000
misc,Jersey - Shirt only (all brands),81782,,220,600,100000
misc,Jersey - Shirt only (all brands),81783,,220,600,100000
misc,Jersey - Shirt only (all brands),81784,,220,600,100000
misc,Jersey - Shirt only (all brands),81785,,220,600,100000
misc,Jersey - Shirt only (all brands),81786,,220,600,100000
misc,Jersey - Shirt only (all brands),81787,,220,600,100000
misc,Jersey - Shirt only (all brands),81788,,220,600,100000
misc,Jersey - Shirt only (all brands),81789,,220,600,100000
misc,Jersey - Shirt only (all brands),81790,,220,600,100000
misc,Jersey - Shirt only (all brands),81791,,220,600,100000
misc,Jersey - Shirt only (all brands),81792,,220,600,100000
misc,Jersey - Shirt only (all brands),81793,,220,600,100000
misc,Jersey - Shirt only (all brands),81794,,220,600,100000
misc,Jersey - Shirt only (all brands),81795,,220,600,100000
misc,Jersey - Shirt only (all brands),81796,,220,600,100000
misc,Jersey - Shirt only (all brands),81797,,220,600,100000
misc,Jersey - Shirt only (all brands),81798,,220,600,100000
saddles,Saddle MTB Velo Class A,10291,,220,390,100000
tubes,Tube 29 x 2.10 Duro,81090,Avenue Bikes,220,385,100000
accessories,Handle Bar Tape - MHL,81212,Kent,215,380,100000
music,Guitar Capo,70011,,215,350,100000
pedal,Pedal 9/16 - KENT Alloy,81739,Kent,215,390,100000
saddles,Saddle - VELO POWERTOOLS,40197,Kent,215,430,100000
accessories,Waterproof Dry bag,81593,CHN,213,499,100000
accessories,hand pump w gauge storm #41,10204,Avenue Bikes,210,395,100000
rims,Rim 26 - Alloy Disk Ready With Eyelet,81344,Kent,210,420,100000
tires,Tire 16 steed red,10351,,210,350,100000
tires,Tire 16 steed yellow,10352,,210,350,100000
tires,Tire 16 steed 1.5 blue,10353,,210,350,100000
tires,Tire 24 x 1.3/8 CST,81571,Kent,210,370,100000
tires,Tire 26 x 1.95 CST FIREFOX,81689,Avenue Bikes,210,380,100000
derailleur,Rear Derailleur Shimano ty-21/tx35/tx55/ty-300,10180,Kent,205.63,450,100000
accessories,Zefal Pro Lube,81624,Kent,205,370,100000
accessories,Horn - Electric with remote switch,10327,,200,350,100000
accessories,Battery- Kids bike Rechargeable,81515,Kent,200,400,100000
brakes,Disc Brake - Rotar Only Colored,81229,Kent,200,400,100000
chain,Chain Shimano HG-73 9S,10489,,200,375,100000
chain,Chain 8s Shimano HG40,81342,Kent,200,400,100000
chain,Chain - 8s Taya Octo SB,81680,Avenue Bikes,200,350,100000
chainwheel,Chainwheel Screws - MOTSUV Alloy Colored 5PCS Set,40003,CHN,200,400,100000
derailleur,Rear derailleur shimano tz-50/tx55,10179,Kent,200,450,100000
derailleur,Front Derailleur - Shimano TX-51,10181,Kent,200,390,100000
handle bar,Handle Bar - Alloy BMX,81519,Avenue Bikes,200,400,100000
handlegrip,Lever Bracket Cover ST-5700,40218,Kent,200,400,100000
hubs,Hub F and R GOLDSTAR Alloy,40187,Kent,200,400,100000
saddles,Saddle - Girls VELO Flower,40192,Kent,200,400,100000
saddles,Saddle - Storm Blue Green w/spring,40239,Avenue Bikes,200,400,100000
saddles,Saddle - DEMAX w/spring,81073,Avenue Bikes,200,350,100000
tires,Tire 16 innova pink,10349,,200,345,100000
tubes,Tube 700 x 20c-25c Continental 80mm,40179,Kent,200,360,100000
derailleur,Front Guide Sunrace 1450,30010,Kent,195,350,100000
derailleur,Front Derailleur Adaptor fro RoadBike,40213,Kent,195,350,100000
pedal,Pedal Alloy 9/16 M248,81281,Kent,195,355,100000
saddles,Saddle - Malak with Hole,81436,Avenue Bikes,195,390,100000
tubes,Tube 700 x 20-25c Continental 60mm,40205,Kent,195,390,100000
tubes,Tube 700c x 20-25c Continental 42mm,40206,Kent,195,390,100000
chain,Chain Asaki 420(Motor),90105,,190,320,100000
handle bar,Handle Bar - Alloy-Carbon MTB,81204,Avenue Bikes,190,400,100000
misc,Cable - HYDRAULIC brake hose,81850,Kent,190,335,100000
rims,Rim 20 x 14g DW Alloy,10045,Avenue Bikes,190,335,100000
rims,Rim 20 x 2.125 10G CNC Alloy,81038,Kent,190,325,100000
tires,Tire 20 Sonnet 727,10271,,188,300,100000
accessories,Tools - Folding Allen Alloy (small),10101,Avenue Bikes,185,315,100000
accessories,Pedal 1/2 VP550,40184,,185,370,100000
accessories,Water Cage - TOP PEAK adjustable,40234,Avenue Bikes,185,350,100000
accessories,Bag - triangle Nanfeng/DNOBO,81168,CHN,185,300,100000
accessories,Bag-Nanfeng underset,81180,CHN,185,370,100000
accessories,Bag - Roswheel Under Seat Small,81226,CHN,185,500,100000
brakes,Disk Brake Pads Bengal (Shimano),10458,Avenue Bikes,185,350,100000
brakes,Disk Brake Pad PH02 Bengal (round type),81734,Avenue Bikes,185,350,100000
derailleur,Front derailleur 8s Shimano SIS,10342,Avenue Bikes,185,390,100000
misc,Tire 700 x 28C - OXUS,81742,Kent,185,330,100000
misc,Bicycle Bell - Wosawe Alloy,81821,CHN,185,380,100000
misc,Freewheel Sprocket 8S Shimano ord type,81892,Avenue Bikes,185,400,100000
parts,Drop Out Alloy,10039,CHN,185,350,100000
parts,Dropout - Kronos,81428,Avenue Bikes,185,325,100000
pedal,Pedal 9/16 Alloy blue HHQXZHY,40050,Kent,185,350,100000
pedal,Pedal 9/16 - VP550,81293,Avenue Bikes,185,340,100000
saddles,Saddle - 823M Kronos,81435,Avenue Bikes,185,350,100000
tires,Tire 20 x 2.125 Ninja (727),70021,Avenue Bikes,184,325,100000
brakes,Rotor - Shimano RT26 160mm,40134,Kent,182,350,100000
tires,Tire 26 x 1.95 Colored side CM small block,10399,Kent,182,310,100000
tires,Tire 26 x 1.95 Colored side (Mountain tread ),81239,Avenue Bikes,182,320,100000
accessories,Kickstand - MTB Side Black Alum,81351,Avenue Bikes,180,360,100000
brakes,Disc Brake - Rotar Only Promax,81228,Kent,180,290,100000
freewheel,Sprocket Freewheel Superwide Gilong,88114,,180,305,100000
handle bar,Handle Bar - Sweep Back Alloy,81206,Avenue Bikes,180,350,100000
handlegrip,Handle Grip - Razzo V02,40169,Avenue Bikes,180,260,100000
handlegrip,Lever Bracket Cover,40216,Kent,180,360,100000
handlegrip,Lever Bracket Cover ST-3500,40219,Kent,180,360,100000
handlegrip,Lever Bracket Cover ST-3000,40220,Kent,180,360,100000
tires,Tire 22 x 1.75 Duro,81175,Kent,180,350,100000
tires,Tire 26 x 1.75 Hanzou Road Tread,81343,Kent,180,350,100000
tires,Tire 20 x 1.75 XPerformer,81406,Avenue Bikes,180,325,100000
tubes,Tube 27.5 Superlight presta,81503,Kent,180,325,100000
Sunglasses,Sunglasses Han Meng,40064,,178,355,100000
accessories,Step Nut - Alloy Jumbo,10264,Kent,175,340,100000
chain,Dry Lube,40049,Kent,175,275,100000
chainwheel,Chainwheel - Ladies Bike Steel,81628,Avenue Bikes,175,325,100000
derailleur,Front Derailleur - Shimano M190/TX50,81040,Avenue Bikes,175,420,100000
handle bar,Handle Bar - Bmx low profile -  Kent MX# Black,10267,Kent,175,300,100000
misc,Disc Brake Rotor ADAPTOR 180mm Shimano,81848,Kent,175,320,100000
rims,Rim 26 DW Alloy,10143,Avenue Bikes,175,350,100000
rims,Rim 16 Alloy Colored Class A,40094,Kent,175,325,100000
saddles,Saddle 003D w/spring colored,81692,Avenue Bikes,175,305,100000
tires,Tire 26 x 1.5 CYT Tiger Shark,40010,Kent,175,350,100000
tires,Tire 26 x 2.10 CYT Small Block,81711,Kent,175,310,100000
tires,Tire 26 x 1.75 Velo Works,81767,Kent,175,350,100000
accessories,Tube 29 - Duro LV,40006,Avenue Bikes,170,320,100000
accessories,Water Bottle - STORM,81619,Avenue Bikes,170,300,100000
accessories,Cycling Leg warmer 1pc,81664,CHN,170,340,100000
accessories,Water Bottle STORM Insulated,81888,Avenue Bikes,170,350,100000
Fluid,National Fluid DOT-3 Big,40162,,170,350,100000
forks,Fork 16 EX-800,81563,Kent,170,300,100000
tires,Tire 20 x 1.95 JUMPER,81411,Avenue Bikes,170,300,100000
tubes,Tube 29 - Kenda l.v.,81289,,170,300,100000
accessories,Water Cage - CRANT/STORM,10209,Avenue Bikes,165,330,100000
accessories,Step Nut - Med Alloy,10442,Kent,165,295,100000
brakes,Disc Brake Adaptor 180mm,40248,CHN,165,330,100000
forks,Fork 26 Colored ord.,10069,Kent,165,400,100000
pedal,Pedal 91/6 - Alloy FP976,81419,Kent,165,300,100000
saddles,Saddle Kent Max with spring,81249,Kent,165,290,100000
tires,Tire 16 x 2.125 tractor grip,10396,,165,290,100000
tires,Tire 26 x 1.5 CYT SHARKSKIN,81761,Kent,165,300,100000
Tools,Vulcanizing Gum,81107,Avenue Bikes,165,295,100000
tubes,Tire 26 x 1.95 CYT MTN/Med,81295,Kent,162,300,100000
accessories,Gloves for Kids,40225,Avenue Bikes,160,300,100000
accessories,Disc Brake Lock w/key,81487,CHN,160,400,100000
accessories,Bag - Rosewheel Bicycle Saddle Back Seat Bag,81666,CHN,160,350,100000
bottom bracket,Kenli Sealed BB Axle 120/122mm,81763,Avenue Bikes,160,310,100000
bottom bracket,Kenli Sealed BB Axle 125/126mm,81764,Avenue Bikes,160,310,100000
brakes,brake shoe road sil black,40040,,160,300,100000
chain,Chain DID 428 (110) 120 (Motor),90111,,160,280,100000
chainwheel,Chain Wheel MTB 26 (ord),10311,Avenue Bikes,160,355,100000
forks,Fork 20 - EX-900 GT,10011,Avenue Bikes,160,290,100000
forks,Fork 16 - EX 900,81684,Avenue Bikes,160,275,100000
handle bar,Handle Bar - MTB Alloy DH,10114,Avenue Bikes,160,230,100000
handle post,Handle post MTB alloy,40088,Avenue Bikes,160,320,100000
hubs,Kenli Sealed BB Axle 118/119,10299,Avenue Bikes,160,310,100000
misc,Rim 20x 14G CNC Alloy Colored,81732,Avenue Bikes,160,285,100000
misc,Seat Post 31.6 Alloy w/ Pillar,81857,Avenue Bikes,160,280,100000
seat post,Seat Post 27.2 with Pillar (Specialized and Gaston),10007,Avenue Bikes,160,280,100000
seat post,Seat Post - 25.4 w/Pillar Alloy,81096,Avenue Bikes,160,285,100000
seat post,Seat post 28.6mm Alloy,81163,,160,280,100000
seat post,Seat Poat 27.2 Specialized/Gaston,81451,Avenue Bikes,160,300,100000
tires,Tire 12 (Steed),10446,,160,280,100000
tires,Tire 14 (Steed),10447,Avenue Bikes,160,275,100000
tires,Tire 26 x 1.3/8 Color (590mm),81202,Avenue Bikes,160,280,100000
tires,Tire 20 x 1.95 ORNATE color side,81215,Kent,160,300,100000
tubes,Tube 27.5 x 1.90/2.35 Msxxis short presta,40107,Avenue Bikes,160,320,100000
accessories,Foot pump w/ big tank Red,40209,Kent,155,280,100000
accessories,Flash Light - Power beam no battery,81632,CHN,155,285,100000
accessories,Side mirror plastic colored 1pc,81658,CHN,155,280,100000
Bolts,Bolt-stem bolt alloy 4mm Pack,81504,Avenue Bikes,155,310,100000
handle bar,Handle Bar - scott straight alloy,40105,Avenue Bikes,155,350,100000
handle bar,Handle Bar - Scott DH OS,81319,Avenue Bikes,155,350,100000
head,Headset - BMX OS for Storm frame,40231,Avenue Bikes,155,310,100000
head,Headset - VP Sealed Strider OS BLK,81350,Avenue Bikes,155,300,100000
tires,Tire 26 x 1.5 Duro/CYT,81109,Kent,155,280,100000
tires,Tire 26 x 1.90/95 Leo/CM Mountain Tread Blk,81184,Avenue Bikes,155,275,100000
tires,Tire 26 x 1.3/8 Dresco/CYT Relectorize,81583,Kent,155,300,100000
tires,Tire 26 x 1.3/8 CYT DRESCO Reflectorize,81710,Kent,155,290,100000
tires,Tire 26 x 1.5 Chao Yang OXUS,81762,Kent,155,300,100000
tubes,Tube 26 x 1.95 CST SUPERLIGHT,81147,Kent,155,290,100000
tires,Tire 24 x 1.95 CYT/Chao Yang,81347,Kent,154,325,100000
accessories,Handle Grip - Fire design Ast.,40030,Avenue Bikes,152,280,100000
accessories,Water Cage Massload BLK,81250,Kent,150,250,100000
accessories,Water Bottle – Ultima (nro),81721,Kent,150,265,100000
accessories,Bag - B-SOUL frame saddle bag,81832,CHN,150,385,100000
apparel,Sunglasses UV400 A,81839,CHN,150,385,100000
Axle,Storm-Hallowtech Cover for Shimano BB,81431,Avenue Bikes,150,275,100000
brakes,Brake - Caliper Brake set PVC steel lever HD,10370,Avenue Bikes,150,300,100000
brakes,Disc brake pad - Blackcomb BP-47,40009,Kent,150,300,100000
chainwheel,Chain Wheel MTB 20 (Ord),81183,Avenue Bikes,150,320,100000
handle bar,Handle Post GT Class A BMX,81567,Kent,150,320,100000
handlegrip,Handle Grip with lock 306/533/506,10122,Avenue Bikes,150,300,100000
handlegrip,Handle Grip Rover #428 colors,16021,,150,350,100000
handlegrip,Handle Grip - VLG-486AD2,81328,Avenue Bikes,150,300,100000
handlegrip,Handle Grip - MTB 2-tone no lock 408/424/416,81667,Avenue Bikes,150,300,100000
handlegrip,Handle Grip - Asst PVC Clamp,81676,Avenue Bikes,150,260,100000
head,Headset Strider BMX OS ordinary threadless,10095,Avenue Bikes,150,300,100000
misc,Mirror - helmet Mirror Set,81824,CHN,150,350,100000
misc,Globes- Morethan colored,81828,CHN,150,450,100000
pedal,Pedal 9/16 Folding blk CHN,81301,Avenue Bikes,150,300,100000
rims,Rim 26 (590mm) Plain Alloy,81201,Avenue Bikes,150,300,100000
saddles,Saddle - Banana Seat - Salvo,81041,,150,300,100000
shifter,Shifter - Shimano 7s w/o lever,40106,Kent,150,300,100000
tires,Tire 700 x 23c Wanda,40080,Avenue Bikes,150,300,100000
tires,Tire 22 x 1.75 INNOVA,81517,Avenue Bikes,150,300,100000
tubes,Tube 26 x 1.95 Kenda Presta T1703,81318,Avenue Bikes,150,300,100000
tubes,Tube 27.5 x 1.95 Kenda 650B,81356,Avenue Bikes,150,300,100000
tires,Tire 26 x 1.95 CycleMaster Small Block,81027,,148,280,100000
accessories,Wristlet Cool,40075,,145,265,100000
accessories,Presta Extender,40222,Kent,145,290,100000
accessories,Carrier Rack 26 - Steel,81152,Kent,145,300,100000
accessories,Handle grip - EACHGO Cover grip colored w/lock,81807,CHN,145,400,100000
accessories,Water Cage - Beto,81808,CHN,145,420,100000
chain,Chain 8s Taya TB-600 Black/Silver,81220,Kent,145,250,100000
handle bar,Handle Bar - BMX Haro Groove,81565,Kent,145,280,100000
hubs,Hub - Tricikad Rear Hub 6200 Blk,81194,Kent,145,265,100000
saddles,Saddle - Storm Padded w/spring ( blk),10428,Avenue Bikes,145,290,100000
saddles,Saddle - Kent MX3,81338,Kent,145,270,100000
saddles,Saddle - 2tone silver and blk with Spring,81693,Avenue Bikes,145,255,100000
tires,Tire 24 x 1.75 CYT,10404,Kent,145,320,100000
tubes,Tube 29 - CST Schraedder,81558,Kent,145,300,100000
accessories,Lock w/key Plastic Numbers colored,81498,,143,350,100000
tires,Tire 24 x 1.75 Chao Yang Trail,81709,,142,250,100000
accessories,Hand Pump Storm - 04S small type,20011,Avenue Bikes,140,245,100000
accessories,Cage - Water Cage Strider 101/160,20069,Avenue Bikes,140,255,100000
accessories,Water Bottle -Discovery (colors),81170,CHN,140,299,100000
accessories,Pump - Hand Pump Storm small type#04,81276,Avenue Bikes,140,260,100000
accessories,Valve Extender for Fv Tube,81594,Avenue Bikes,140,250,100000
accessories,Cage - Water Cage STORM PVC,81679,Avenue Bikes,140,250,100000
accessories,Light - Waterproof Bicyles 5 LED Tail light w/ Battery,81870,CHN,140,350,100000
freewheel,Sprocket - Freewheel 6s CP,10321,Avenue Bikes,140,280,100000
freewheel,Sprocket - Freewheel 7S CP CHN.,10372,Kent,140,290,100000
head,Headset Strider BMX OS Thread,10096,Avenue Bikes,140,245,100000
head,Headset Strider Internal ball bearing (not seales),10184,,140,310,100000
head,Headset - King Threadless,81652,Avenue Bikes,140,280,100000
parts,Disk Pad - Bracko,81417,Kent,140,250,100000
saddles,Saddle - CHN 053b w/Spring,81408,Avenue Bikes,140,250,100000
tires,Tire 20 x .2.125 blue/red,10417,Avenue Bikes,140,245,100000
tires,Tire 27 x 1 1/4 Duro,40208,Kent,140,255,100000
tires,Tire 20 x 1.95 CMT Colorside,81277,Avenue Bikes,140,230,100000
tires,Tire 20 x 1.95 Flame,81651,Kent,140,295,100000
tubes,Tube 29 x 48mm CST Presta,81591,Kent,140,250,100000
brakes,Brake Shoe Allen Trans/Shungjie,10344,,138,250,100000
accessories,Water Bottle - Strider,10208,Avenue Bikes,135,220,100000
accessories,Water Bottle - IBERA w/Cover,81302,Avenue Bikes,135,270,100000
chainwheel,Chain Wheel 44T (Tagaki),10515,Avenue Bikes,135,255,100000
freewheel,Freewheel 16T Rocket class A,40016,Kent,135,300,100000
handle bar,Handle Bar - 9inch rise Kent,81675,Kent,135,295,100000
tires,Tire 26 x 1 3/8 Duro (590mm),20006,Kent,135,260,100000
tires,Tire 27x1-1/4 Leo/CYT,20007,Kent,135,250,100000
tires,Tire 26 x 1.3/8 Leo Diablo(590mm),81050,Kent,135,250,100000
tires,Tire 20 x 2.125 Tractor 441,81251,Avenue Bikes,135,250,100000
handle post,Handle Post BMX TCType,10004,Avenue Bikes,132,265,100000
tires,Tire 26 x 1.3/8 CYT Grey,81603,Kent,132,250,100000
accessories,Pedal Straps K-PEDC Colors,81224,CHN,130,250,100000
accessories,Balancer 12-20 Universal,81280,Avenue Bikes,130,235,100000
accessories,Light - Bike Solar Powered LED Rear light,81864,CHN,130,325,100000
brakes,VBrake Shimano Acera,10016,Avenue Bikes,130,230,100000
brakes,Brake - Shimano Acera -v-Brake ord.(no lever),10170,Avenue Bikes,130,230,100000
chainwheel,Chain Wheel Tagaki 40T,16011,Avenue Bikes,130,245,100000
misc,fork 16 ordinary,10328,Kent,130,225,100000
pedal,Pedal 1/2in Alloy 01H,10318,Avenue Bikes,130,230,100000
pedal,Pedal 9/16 01H (Alloy chn),81071,Avenue Bikes,130,245,100000
rims,Rim 24 x 1.75 Plain Alloy,81208,Avenue Bikes,130,220,100000
tires,Tire 24 x 1.3/8 DURO/CYT/LEO,10385,Kent,130,265,100000
tubes,Tube 26 x 1.95 Kenda l.v.,81233,Avenue Bikes,130,235,100000
tubes,Tube 26 x 1.3/8 Innova lv (590mm),81439,Avenue Bikes,130,225,100000
music,Acoustic Guitar Strings Coated,10090,,129,300,100000
music,Acoustic Guitar Strings A208 A308 A408,70013,,128,300,100000
music,Nickel Electric Guitar Strings,70014,,128,300,100000
accessories,Lock w/ combine number blk.,40059,,125,250,100000
brakes,vBrake Kent XTR,20064,,125,220,100000
chain,Chain 116L STORM (s80 SS),10419,Avenue Bikes,125,220,100000
chainwheel,Chain Wheel Tagaki 36T,10053,Avenue Bikes,125,245,100000
forks,Fork 16 EX-400,10216,,125,230,100000
head,Handle bar - Steel High Riser,81315,Kent,125,250,100000
saddles,Saddle sports kent MTB,40082,Kent,125,250,100000
tires,Tire 16 white china,10411,,125,205,100000
tires,Tire 26 x 1.75 Leo Mountain tread Blk.,40139,Avenue Bikes,125,245,100000
tires,Tire 24 x 1.75 LEO,81410,Avenue Bikes,125,250,100000
tires,Tire 22 x1 3/8 Duro,81512,Kent,125,275,100000
tires,Tire 24 x 1 3/8 Million,81590,Avenue Bikes,124,375,100000
tires,Tire 20 x 2.125 Groove Wanda King,81655,Avenue Bikes,124,250,100000
tires,Tire 26 X 1.38 (559) LEO Colorwall,10273,Avenue Bikes,122,220,100000
tires,Tire 27 x 1.3/8 Leo,10403,Avenue Bikes,122,245,100000
tires,Tire 26 x 1.5 LEO Blk,81304,Avenue Bikes,122,280,100000
accessories,Kick Center Stand simi Alloy,10094,Avenue Bikes,120,250,100000
accessories,Pump - Foot Pump Car Type w-Gauge,10109,,120,210,100000
accessories,Tools - Folding tools china ord.,10188,Avenue Bikes,120,220,100000
accessories,Pump - Foot Pump w/Tank,10202,Avenue Bikes,120,220,100000
accessories,Basket 20 with Brace,20074,Avenue Bikes,120,170,100000
accessories,Gloves - SRAM,40044,,120,300,100000
accessories,Gloves - Fox,40226,Avenue Bikes,120,220,100000
accessories,Horn - Electric with batt. (colors),81137,CHN,120,285,100000
accessories,Handle Grip - Catchet BMX W20,81292,Avenue Bikes,120,220,100000
accessories,Light - 2 pcs Bike LED neon,81630,CHN,120,289,100000
accessories,Chain Stay Cloth - Cannondale,81726,Kent,120,220,100000
accessories,Light - LED Waterproof  seat post tail light,81885,CHN,120,300,100000
apparel,Shirt - DriFit Womens (UnderArmour),81806,,120,250,100000
apparel,Sunglasses UV400 B,81838,CHN,120,320,100000
brakes,brake shoe -Road hongchen asst color,40039,,120,250,100000
brakes,V-brake - Steel Set,81306,Avenue Bikes,120,220,100000
chain,Chain - Sunrace Chain 8-speed,30011,Kent,120,240,100000
chain,Chain 8s Sunrace 11G CP,81221,Kent,120,200,100000
chain,Chain Kent CP MTB TB408 s80 SS (red plastic),81346,Kent,120,210,100000
hubs,Hub Rear 10G Japan,10359,Avenue Bikes,120,220,100000
pedal,Pedal 9/16in Alloy 01C,10319,Avenue Bikes,120,230,100000
saddles,Saddle -MTB #017A  Marzona Colored,40074,Avenue Bikes,120,240,100000
saddles,Saddle New Century#005A,40235,Avenue Bikes,120,240,100000
saddles,Saddle MTB#006A Multi color,40236,,120,240,100000
saddles,Saddle - MTB#015A Racing,40238,Avenue Bikes,120,240,100000
saddles,Saddle Seat Cover Jel Blk,81496,CHN,120,350,100000
saddles,Saddle - Classic 017a spring colored,81613,Avenue Bikes,120,240,100000
tires,Tire 16 innova white,10350,,120,220,100000
tires,Tire 20 x 2.125 Cycle Master,10360,Avenue Bikes,120,230,100000
tires,Tire 26 x 1.75 Wanda King,40233,Avenue Bikes,120,240,100000
tires,Tire 26 x 1.75 CycleMaster (Road tread),81102,Avenue Bikes,120,210,100000
tires,Tire 20 x 2.125 Groove Blk,81361,Avenue Bikes,120,240,100000
tubes,Tube 27.5 CST Presta,81604,Kent,120,225,100000
tubes,Tube 700c x 23/25 AV,81890,Avenue Bikes,120,225,100000
tires,Tire 20 x 1.75 Cycle Master/Leo Colored side,10156,Avenue Bikes,119.74,230,100000
tires,Tire 24 x 1.3/8 Leo,40242,Avenue Bikes,119,225,100000
tires,Tire 20 x1.75 Leo BlueSide,10010,Avenue Bikes,118,205,100000
rims,Rim 20 x 10g UKAI/Storm/Kent,10452,Kent,116,200,100000
tires,Tire 20 x 1.95 Cycle Master Leo,40232,Avenue Bikes,116,250,100000
brakes,Brake v-Brake Set PVC,10118,Kent,115,245,100000
head,Head Parts Set Neco O/S (threadless),20038,,115,230,100000
misc,Mirror - Side Handle bar Mirror,81823,CHN,115,290,100000
rims,Rim 20in Alloy Colored,10145,Avenue Bikes,115,240,100000
rims,Rim 16 Alloy 36 holes,10343,,115,225,100000
accessories,Pump - Hand Pump STORM #45,15011,Avenue Bikes,110,250,100000
accessories,Light - Rear Laser Light - Red/Blue/White,81158,CHN,110,265,100000
accessories,Water Cage - Storm Neon,81389,Avenue Bikes,110,220,100000
chain,Chain Shimano 116L 8s (IG31),10182,Avenue Bikes,110,245,100000
freewheel,Freewheel 7s,10014,Avenue Bikes,110,190,100000
hubs,Hub - Tricicad Rear Hub 6200 Bronze,81045,Avenue Bikes,110,220,100000
parts,OPC Sprocket 26t Freezone Steel,10312,Avenue Bikes,110,205,100000
rims,Rim 16 alloy,10026,Avenue Bikes,110,195,100000
rims,Rim 26in Plain Alloy,10142,Avenue Bikes,110,235,100000
rims,Rim 14 alloy colored,10448,Avenue Bikes,110,195,100000
saddles,Saddle - Kent Grey w/spring,81353,Kent,110,200,100000
spokes,Spoke Wrench 10-10g,10486,,110,175,100000
tubes,Tube 26 x 1.38/1.75 Kedna AV,81696,Avenue Bikes,110,200,100000
accessories,Tube 700c x 23/25 LV CST,40027,,108,220,100000
tubes,Tube 700 x 23C 48mm CST,81737,Kent,108,210,100000
tires,Tire 24 x 1.75 Wanda blk.,40087,Avenue Bikes,105,210,100000
tubes,Tube 26 x 1.95 Innova/CST L.V,10490,Kent,102,240,100000
tubes,Tube 26 x 1.38/1.50/1.75 CST,20033,,102,185,100000
accessories,Water Bottle Governor asst color,15035,Avenue Bikes,100,175,100000
accessories,Basket 26 with Brace,20075,Avenue Bikes,100,210,100000
accessories,Dual Water Cage Holder Alloy,40224,Avenue Bikes,100,300,100000
accessories,Basket 20/26 - Steel hook type,81285,Kent,100,240,100000
accessories,Tool - Multi-tool pliers - folding - small,81446,CHN,100,199,100000
accessories,Saddle Seat Cover colored,81488,CHN,100,275,100000
accessories,Mini Running USB Clip Digital Mp3 Music Player,81633,CHN,100,185,100000
accessories,Lock with key short wire colored,81647,Novo or UniCity,100,200,100000
accessories,Water Bottle STORM Alpha,81889,Avenue Bikes,100,180,100000
brakes,Brake Shoe Allen STRIDER,81678,Avenue Bikes,100,180,100000
chainwheel,Chain Wheel 16 kids,10421,,100,195,100000
handle bar,Handle Bar - BMX Torker,10100,Avenue Bikes,100,180,100000
handle bar,Handle bar -MTB Alloy straight,101150,,100,210,100000
handle bar,Handle Bar MTB Alloy Colored,20060,Avenue Bikes,100,220,100000
handle bar,Bar End Alloy Long,72004,Kent,100,180,100000
head,Headset BMX threadless ordinary,81231,Avenue Bikes,100,200,100000
misc,Open Wrench,10341,,100,200,100000
misc,Warmer - Arm cover sleeves (1pc only),81830,CHN,100,200,100000
misc,Bike phone support,888703,CHN,100,220,100000
parts,Crank Axle set 3/8,81238,Avenue Bikes,100,185,100000
rims,Rim 26 (14g) Steel,81106,Avenue Bikes,100,200,100000
rims,Rim 20 - Storm Fighter Black,81405,Avenue Bikes,100,180,100000
saddles,Saddle Anzuo w/spring colored,10369,,100,205,100000
saddles,Saddle Back Stay - (for Banana Seat),81042,,100,175,100000
tires,Tire 16 Freestyle Leo or Cycle Master,10160,Kent,100,200,100000
Tools,Multi Tool - 10 in 1,81423,CHN,100,250,100000
tubes,Tube 26 Tioga LV,10165,Kent,100,300,100000
tubes,Tube 20 x 1.75 Kenda,40108,Avenue Bikes,100,190,100000
misc,Spray Red,20058,,99,165,100000
Sunglasses,Sunglasses - OULAIOU sports UV400,81871,CHN,99,249,100000
